,Messages,Classe,Similarity
16795,Bom dia,11.0,0.9927247826671293
16796,Bom dia,11.0,0.9927247826671293
16803,Ok,4.0,0.9999925679915664
16805,Ok,4.0,0.9999925679915664
16806,Bom dia,11.0,0.9927247826671293
16810,bloco 1 ap 11,8.0,0.832294411953667
16818,Ok,4.0,0.9999925679915664
16819,"O processo de digitação do cartão é o mesmo do contrato novo""?",14.0,0.8023446879977303
16821,Bom dia,11.0,0.9927247826671293
16846,?,6.0,0.9903489639542571
16850,"Cláudio Lima da Costa 
Kátia Shirlene Alves",9.0,0.9339036559149635
16851,Consulta Crédito pode me ajudar? Meu nome é: *JOSE INACIO DE FREITAS*. Sou *Convênio desconhecido*. Minha dúvida ou cpf: 04339240125. Aguardo retorno pelo telefone: *62984221212*.,16.0,0.8718943309656202
16852,Bom dia,11.0,0.9927247826671293
16853,Ok,4.0,0.9999925679915664
16856,??,6.0,0.9738372424132666
16858,Ok,4.0,0.9999925679915664
16859,121016108/76,13.0,0.8058574050591077
16861,Bom dia,11.0,0.9927247826671293
16871,Bom dia Sthefany.,11.0,0.8014121114247387
16877,Obrigada,2.0,0.9627894558350756
16880,Sim,5.0,0.9880873048952942
16883,Bom dia,11.0,0.9927247826671293
16885,81900-395,13.0,0.8016022242577139
16890,Ok,4.0,0.9999925679915664
16900,Obrigada,2.0,0.9627894558350756
16911,12136253000176,13.0,0.8440919121534172
16917,Francisca Ana Firmino Da Silva,9.0,0.8791283019421225
16922,Blz,10.0,0.8409440701686757
16929,79799710782,13.0,0.8321910779509625
16939,Ok,4.0,0.9999925679915664
16948,Suporte,10.0,0.827010021954226
16949,20,13.0,0.8980709587572502
16957,Deu certo?,16.0,0.8092765060939149
16971,??,6.0,0.9738372424132666
16972,Ok,4.0,0.9999925679915664
16975,Bom dia,11.0,0.9927247826671293
16983,Sim,5.0,0.9880873048952942
16985,Oi,3.0,0.9999177003965305
16989,?,6.0,0.9903489639542571
16994,Sim,5.0,0.9880873048952942
16996,Troco,10.0,0.8354083469749145
16998,Chico,10.0,0.816046077159636
17005,"Rua acilon Gonçalves pinto, 350, condomínio tropical residence. 
Casa 14 
Bairro guaribas 
Eusebio",9.0,0.8205127296350977
17033,Ok,4.0,0.9999925679915664
17034,Me chama Mikkel Cortnum Poulsen,9.0,0.8565045200122805
17036,14515865234,13.0,0.9269013069040011
17042,Ok,4.0,0.9999925679915664
17048,Gilvaneide Alves dos Santos,9.0,0.8068201226736793
17053,10,13.0,0.8851089064317035
17055,Oi,3.0,0.9999177003965305
17060,305114,13.0,0.9091052077154499
17065,Bom dia OK aguardo,11.0,0.8084560105198572
17066,8 560 156 3,13.0,0.8778637855602974
17073,Me chama Mikkel Cortnum Poulsen,9.0,0.8565045200122805
17079,Oi,3.0,0.9999177003965305
17087,2021,13.0,0.8688854830365101
17089,Ok,4.0,0.9999925679915664
17094,???,6.0,0.9517508450308584
17096,Bom dia!,11.0,0.8556470712669926
17105,Bom dia,11.0,0.9927247826671293
17106,Obrigada,2.0,0.9627894558350756
17108,Ok,4.0,0.9999925679915664
17113,"Rendimentos de Marcos Kaczan Marques para IRF ,. CPF 518.169.703-87",9.0,0.8262308510870061
17114,Sim,5.0,0.9880873048952942
17116,Bom dia,11.0,0.9927247826671293
17118,?,6.0,0.9903489639542571
17119,PEDRO PAULO DE SOUSA  CPF: 705.305.647-34  / REFIN  BANCO PAN,9.0,0.8059429497759785
17125,1000,13.0,0.9225105884016386
17126,Oi,3.0,0.9999177003965305
17134,Ok,4.0,0.9999925679915664
17137,Bom dia,11.0,0.9927247826671293
17139,Ok,4.0,0.9999925679915664
17145,Ok,4.0,0.9999925679915664
17146,Ok,4.0,0.9999925679915664
17147,29135,13.0,0.9107521799974345
17152,Obrigado,7.0,0.9859162697976918
17165,Ok,4.0,0.9999925679915664
17168,Bom dia,11.0,0.9927247826671293
17174,Blz,10.0,0.8409440701686757
17189,???,6.0,0.9517508450308584
17190,955438659,13.0,0.9062961721243374
17193,Ok,4.0,0.9999925679915664
17197,Ok,4.0,0.9999925679915664
17200,Oi,3.0,0.9999177003965305
17220,Blz,10.0,0.8409440701686757
17221,Bom dia,11.0,0.9927247826671293
17229,Blz,10.0,0.8409440701686757
17233,Bom dia Erika tudo bem??,16.0,0.8080579929325022
17234,Obrigada,2.0,0.9627894558350756
17255,Ok,4.0,0.9999925679915664
17260,36834161000128,13.0,0.8664279235146722
17264,Obrigada,2.0,0.9627894558350756
17265,Ok Amauri,9.0,0.8053895083719016
17266,????,6.0,0.9330070096650737
17267,Sim,5.0,0.9880873048952942
17275,Vcs tem Cicalfate?!,16.0,0.8550054753875188
17277,Oi,3.0,0.9999177003965305
17278,11450801978,13.0,0.8623051716524774
17282,Suporte,10.0,0.827010021954226
17288,Ok,4.0,0.9999925679915664
17290,Wagner,10.0,0.8178993264277629
17293,Oi,3.0,0.9999177003965305
17294,Ok,4.0,0.9999925679915664
17295,Bom dia,11.0,0.9927247826671293
17303,Joia,10.0,0.8465413766286558
17305,Obrigada,2.0,0.9627894558350756
17311,Oi,3.0,0.9999177003965305
17314,Ok,4.0,0.9999925679915664
17315,Ok,4.0,0.9999925679915664
17322,08123464916,13.0,0.8600038997078904
17329,Mauro,10.0,0.8143586350535753
17334,Obrigado,7.0,0.9859162697976918
17356,Bom dia,11.0,0.9927247826671293
17369,26712449839,13.0,0.8564251274937111
17378,"2.815,60",13.0,0.8225709005593971
17380,"Queria saber se ainda posso tomar 
Só consegui a declaração hoje do médico",17.0,0.8562963992220879
17384,Na Studio FC em Campo Largo,9.0,0.8471710732672548
17389,Oi,3.0,0.9999177003965305
17398,Sou o Guilherme da Prescrita Belo Horizonte.,9.0,0.8407981420215106
17402,Sim,5.0,0.9880873048952942
17413,Bom dia,11.0,0.9927247826671293
17414,53852508215,13.0,0.8695604104102508
17425,Sim,5.0,0.9880873048952942
17437,Ok,4.0,0.9999925679915664
17439,Boa dia João,9.0,0.8036038741384679
17440,"Essa sifra, LOAS???",6.0,0.8015920609239577
17446,Certo,19.0,0.989127781057761
17447,Rolo,10.0,0.8002710055718931
17448,Oi,3.0,0.9999177003965305
17449,Bom dia,11.0,0.9927247826671293
17454,Oi,3.0,0.9999177003965305
17455,.,6.0,0.9528993961538452
17456,Obrigada,2.0,0.9627894558350756
17458,Bom dia,11.0,0.9927247826671293
17459,Okkll,10.0,0.8054108879951611
17466,"Devedor Vidrautos
Valor: 3.750,00",9.0,0.8021476859884897
17467,Oi,3.0,0.9999177003965305
17476,Como assim? Não conheco isso!!!!,16.0,0.8209797067193947
17492,Boa tarde,12.0,0.9081050786729821
17493,Obrigado,7.0,0.9859162697976918
17495,Ok,4.0,0.9999925679915664
17499,Bom diA,11.0,0.9139052577540652
17502,Oi???,6.0,0.8641879563972368
17505,6,13.0,0.8832357775848949
17523,1,13.0,0.9225807665146257
17528,1,13.0,0.9225807665146257
17531,Bom dia,11.0,0.9927247826671293
17534,Bom dia,11.0,0.9927247826671293
17546,870824134,13.0,0.8970292910576072
17554,Placa DGJ7773,9.0,0.8149685617428757
17555,Bom dia,11.0,0.9927247826671293
17564,Sim quero continuar,0.0,0.8183416756861511
17565,Bom dia,11.0,0.9927247826671293
17567,12 997119456,13.0,0.9193962425014959
17572,Ok,4.0,0.9999925679915664
17577,Ok,4.0,0.9999925679915664
17592,39047517865,13.0,0.898509894073155
17595,.........,6.0,0.8557001697766119
17596,Obrigado,7.0,0.9859162697976918
17598,Hoje já estou totalmente atribulado,18.0,0.8653682231866884
17599,Rafaela Nunes Ferreira,9.0,0.849849480555686
17601,Bom dia,11.0,0.9927247826671293
17604,Bom dia,11.0,0.9927247826671293
17628,032 62440183,13.0,0.8360031109441367
17629,36834161000128,13.0,0.8664279235146722
17630,Serto,10.0,0.8312693953312691
17640,Bom dia,11.0,0.9927247826671293
17641,Olá,15.0,0.8845560941342169
17646,Refinaciamento,10.0,0.8815055486235849
17655,130,13.0,0.9177296211493648
17661,Bom dia cecilia,11.0,0.8466657895725828
17666,955438659,13.0,0.9062961721243374
17667,Obrigada,2.0,0.9627894558350756
17669,Certo,19.0,0.989127781057761
17671,03272440183,13.0,0.8494204547437416
17675,Grato,10.0,0.8462254829022502
17679,Rua Lopes Filho,9.0,0.880287107921343
17680,A anuidade está aparecendo pendente porque parcelei esse ano e me atrasei com 2 parcelas por conta da situação financeira atual. Mas graças a Deus todo ano pago. 🙏,1.0,0.8474083374973334
17681,5,13.0,0.8520622415298768
17682,O que é CDA????,16.0,0.8241011508950151
17683,Oi,3.0,0.9999177003965305
17685,Ok,4.0,0.9999925679915664
17688,Boa tarde,12.0,0.9081050786729821
17691,Ok,4.0,0.9999925679915664
17695,Olá,15.0,0.8845560941342169
17700,1621947443580.pdf,13.0,0.8492703961602444
17705,2019????,6.0,0.878426809630947
17708,1,13.0,0.9225807665146257
17713,Kk,4.0,0.8029325107151339
17717,Sim,5.0,0.9880873048952942
17720,Perfeito!,16.0,0.8442639973288202
17723,?,6.0,0.9903489639542571
17725,Sim,5.0,0.9880873048952942
17726,CPF 727 443 543 15 e qual o valor,8.0,0.809976363311098
17727,E perguntei se a escola de formação Bela Rosa tem haver com estética,1.0,0.8139235223104386
17732,Pq?,16.0,0.8154875265133588
17737,Oi,3.0,0.9999177003965305
17747,Ok,4.0,0.9999925679915664
17750,Obrigada,2.0,0.9627894558350756
17753,Obrigada,2.0,0.9627894558350756
17756,Rescisão RITA DE CASSIA LIMA BATISTA.pdf,9.0,0.8856927211289165
17759,7,13.0,0.8922586349654542
17761,Sim,5.0,0.9880873048952942
17763,01669600852,13.0,0.8536349408179986
17764,Obrigada,2.0,0.9627894558350756
17797,Ok,4.0,0.9999925679915664
17802,07572595906,13.0,0.8721164604313504
17817,Blz,10.0,0.8409440701686757
17821,Obrigada!!,16.0,0.8293393100607891
17832,Obrigada,2.0,0.9627894558350756
17851,2,13.0,0.9228572756673731
17855,01654793108,13.0,0.9129597194434276
17856,984776231,13.0,0.8486124331239508
17861,Ok,4.0,0.9999925679915664
17864,??,6.0,0.9738372424132666
17866,Ok,4.0,0.9999925679915664
17867,?,6.0,0.9903489639542571
17875,Blz,10.0,0.8409440701686757
17883,Ok,4.0,0.9999925679915664
17884,Sim,5.0,0.9880873048952942
17885,Ok,4.0,0.9999925679915664
17891,"na rota de 18h, ele vai direto pra minha casa nesse horário? ou entra em uma rota sem horário definido pra entrega?",1.0,0.8016033479009865
17895,?,6.0,0.9903489639542571
17896,Bom dia Alberto,11.0,0.84733244849369
17900,Bom dia,11.0,0.9927247826671293
17903,Pode enviar,0.0,0.8548666609847758
17908,Blz,10.0,0.8409440701686757
17915,Boa tarde,12.0,0.9081050786729821
17935,6,13.0,0.8832357775848949
17936,Bom dia,11.0,0.9927247826671293
17940,Bom dia,11.0,0.9927247826671293
17941,Sim,5.0,0.9880873048952942
17943,Sim,5.0,0.9880873048952942
17949,Obrigada,2.0,0.9627894558350756
17959,obrigada!!!,6.0,0.8017465848336266
17961,Estou no cartório pra ajeitar o último documento,14.0,0.8363753923623681
17965,???,6.0,0.9517508450308584
17967,???,6.0,0.9517508450308584
17969,Obrigado,7.0,0.9859162697976918
17973,Bom Dia João Adolfo☕,9.0,0.8022435217989665
17991,Mondubim,10.0,0.8106121313849186
17998,?,6.0,0.9903489639542571
18006,Sim,5.0,0.9880873048952942
18014,"Bom dia, meu avô chegou de viagem hoje ele é caminheiro ele pode ir tomar a vacina hoje no centro de eventos ?",17.0,0.8425100370252115
18018,Ok,4.0,0.9999925679915664
18027,2696,13.0,0.8802428763099801
18035,2.000,13.0,0.881170293474637
18041,Bezerra,10.0,0.8626669394808492
18043,1137464,13.0,0.8941011485186077
18044,Bom dia,11.0,0.9927247826671293
18054,Ok,4.0,0.9999925679915664
18061,Sim,5.0,0.9880873048952942
18064,??,6.0,0.9738372424132666
18066,Ok,4.0,0.9999925679915664
18073,33282519877,13.0,0.808052088901517
18077,"Ok.
Aguardo.
Bom dia.",16.0,0.8131392231630636
18085,.,6.0,0.9528993961538452
18097,Ok,4.0,0.9999925679915664
18100,Ok,4.0,0.9999925679915664
18106,Sim,5.0,0.9880873048952942
18107,.,6.0,0.9528993961538452
18110,"Bom dia. 
Segue documentos solicitados: a disposição.",16.0,0.8094647325644313
18115,"Aí eu queria saber se foi dado baixar ai no painel da Marka da paz , se não no caso , ele vai ter que ir lá novamente",17.0,0.8193948905602002
18125,"Rua Manuel Firmino Sampaio, n°. 50 - APTO. 102, Bairro Guararapes, CEP 60.730-062, Fortaleza/CE",9.0,0.8048261252905546
18133,Bom dia,11.0,0.9927247826671293
18134,Olá,15.0,0.8845560941342169
18137,Bom dia,11.0,0.9927247826671293
18147,masculino 4 anos,8.0,0.8182221259336997
18149,Boa tarde,12.0,0.9081050786729821
18152,Bom dia,11.0,0.9927247826671293
18157,Sim,5.0,0.9880873048952942
18160,Oi,3.0,0.9999177003965305
18163,?,6.0,0.9903489639542571
18164,Ok,4.0,0.9999925679915664
18173,Olá,15.0,0.8845560941342169
18180,Obrigado,7.0,0.9859162697976918
18185,Obrigado,7.0,0.9859162697976918
18193,Bom dia,11.0,0.9927247826671293
18199,Resolvido,7.0,0.831131181559575
18203,Oi,3.0,0.9999177003965305
18206,17062179272,13.0,0.8596266120039591
18211,"BOM DIA.
M&M:QUENTINHA CARDÁPIO DE HOJE 25/05/21
🟩🟩🟩🟩🟩
FORMA DE PAGAMENTO DA QUENTINHA NO DINHEIRO 11REAIS NO DÉBITO É 12REAIS E PIX 11REAIS 
🟩🟩🟩🟩🟩
PRATOS PRINCIPAIS 
🟩
FRANGO ASSADO 
CHURRASCO MISTO C/VINAGRETE DE ABOBRINHA 
🟩
GUARNIÇÕES 
ARROZ 
FEIJÃO 
FAROFA 
SPAGUETTI C/VEGETAIS  E LINGUIÇA 
ABÓBORA 
🟩
Acompanhamento 
SALADA MIX DE REPOLHO 
🟩
M&M:QUENTINHA AGRADECE PELA ATENÇÃO MUITO OBRIGADO A TODOS DEUS OS ABENÇOE 🥰🙏",9.0,0.8456607157727886
18214,04264437997,13.0,0.8598434389512024
18217,Sim,5.0,0.9880873048952942
18223,12956643487,13.0,0.8848618179441239
18229,Bom dia,11.0,0.9927247826671293
18232,Sim,5.0,0.9880873048952942
18236,Pode autorizar,0.0,0.8480593400217398
18240,Obrigada,2.0,0.9627894558350756
18246,Certo,19.0,0.989127781057761
18254,Pode ligar,0.0,0.8526690263541705
18256,Ok,4.0,0.9999925679915664
18259,Obrigado,7.0,0.9859162697976918
18262,"Elisa Rodrigues Gontijo 
981168982
elisagontijo@gmail.com
Bradesco saúde",9.0,0.8139475970342323
18264,Ok,4.0,0.9999925679915664
18278,???,6.0,0.9517508450308584
18291,Bom dia,11.0,0.9927247826671293
18295,Obrigado,7.0,0.9859162697976918
18299,Ok,4.0,0.9999925679915664
18300,Ok,4.0,0.9999925679915664
18307,?,6.0,0.9903489639542571
18309,Bom dia,11.0,0.9927247826671293
18312,Obrigada,2.0,0.9627894558350756
18315,65065654620,13.0,0.9102422436360774
18317,Oi,3.0,0.9999177003965305
18318,Oi,3.0,0.9999177003965305
18319,Sim,5.0,0.9880873048952942
18322,Ok,4.0,0.9999925679915664
18325,872 155 728,13.0,0.9199387641185252
18326,.,6.0,0.9528993961538452
18328,Ok,4.0,0.9999925679915664
18345,Ok,4.0,0.9999925679915664
18348,rua Cláudio Manoel Dias Leite 257 bairro guararapes,9.0,0.8459657821885214
18361,Certo,19.0,0.989127781057761
18379,Oi,3.0,0.9999177003965305
18387,Ok,4.0,0.9999925679915664
18393,Bom dia,11.0,0.9927247826671293
18398,2992,13.0,0.8616437576635869
18399,332119503000101,13.0,0.8636415442339588
18407,Bom dia,11.0,0.9927247826671293
18415,1106 Barroso Jardim Violeta,9.0,0.8905151895713352
18421,Sim,5.0,0.9880873048952942
18425,Bom dia,11.0,0.9927247826671293
18428,Ok,4.0,0.9999925679915664
18434,Ok,4.0,0.9999925679915664
18441,Italo,10.0,0.860077668261604
18442,Sandy Daphinne Sousa Oliveira Gomes,9.0,0.8994300151149315
18444,.,6.0,0.9528993961538452
18449,Ok,4.0,0.9999925679915664
18453,Obrigado,7.0,0.9859162697976918
18457,6,13.0,0.8832357775848949
18459,?,6.0,0.9903489639542571
18462,"1 LIVRO – 25 pg
2 LIVRO –  37 pg
3 LIVRO – 93 pg
4 LIVRO – 144 pg

Fazer para cada um orçamento colorido e pb
Encadernados",8.0,0.8153155047531141
18469,Ok,4.0,0.9999925679915664
18474,Oi,3.0,0.9999177003965305
18476,Tatuapé,10.0,0.8685526022163865
18483,Ok,4.0,0.9999925679915664
18485,03090 020,13.0,0.8752850369187828
18489,Sim,5.0,0.9880873048952942
18499,"Gostaria de saber se o cliente LEONARDO VASCONCELOS SOUZA BCNET TELECOM, CNPJ 08.519.919/0001-06 ainda encontra-se protestado pela empresa DB3 SERVIÇOS",9.0,0.8337794116966748
18501,Sim,5.0,0.9880873048952942
18503,Bom dia,11.0,0.9927247826671293
18507,Adelita Rodrigues Pereira Borges,9.0,0.8856182827041201
18509,8,13.0,0.8402309217503671
18525,Bom dia,11.0,0.9927247826671293
18535,"Razão social: Funcap
Horário de atendimento de 08 as 11:30
Endereço: Av Oliveira Paiva, 941 
Técnico: Alysson",9.0,0.8017648799869055
18541,?,6.0,0.9903489639542571
18547,Sim,5.0,0.9880873048952942
18548,Bom dia,11.0,0.9927247826671293
18557,Oi,3.0,0.9999177003965305
18560,Débito,10.0,0.8724638900881276
18577,?,6.0,0.9903489639542571
18582,Oi,3.0,0.9999177003965305
18587,?,6.0,0.9903489639542571
18593,Sim,5.0,0.9880873048952942
18606,Obrigada,2.0,0.9627894558350756
18610,Bom dia*,11.0,0.8891316035798021
18622,Alexandre,10.0,0.8610187222444758
18626,Bom dia,11.0,0.9927247826671293
18627,07399679320,13.0,0.8299334585396472
18637,???,6.0,0.9517508450308584
18650,Obrigada,2.0,0.9627894558350756
18652,André Luiz Silva de Queiroz,9.0,0.8466901352480323
18653,Oi,3.0,0.9999177003965305
18656,Blz,10.0,0.8409440701686757
18658,15543127790,13.0,0.8762912821659353
18665,Bom dia,11.0,0.9927247826671293
18668,Certo,19.0,0.989127781057761
18672,Marilza Tânia Ponte Muniz Feitosa,9.0,0.8755313394482228
18673,??????,6.0,0.9089205134115721
18677,Sim,5.0,0.9880873048952942
18682,Sim,5.0,0.9880873048952942
18684,6,13.0,0.8832357775848949
18688,Bom dia,11.0,0.9927247826671293
18691,Bom dia,11.0,0.9927247826671293
18692,"Bom dia 🌞🌞
 Hoje temos 
 ✅Peixe frito 12.00
 ✅Bisteca suina 12.00
 ✅Frango ao molho 10.00
✅Filezinho de frango 10.00
  GUARNIÇÕES* 
Arroz branco 🍚
Macarrao🍝🍝 
Feijão de corda 
Salada crua 
Farofa 

*PREÇOS ESPECIAIS PARA EMPRESAS*
 
*Bebidas*  
Guaraná de 1 litro 6,00 
Cajuina de 600 6,00
Coca de 1 litro 6,00
Fazemos entregas com taxa 🛵
Almoço de 11:00 as 14:00",8.0,0.8346135932631891
18696,Ok,4.0,0.9999925679915664
18698,Sim,5.0,0.9880873048952942
18700,Cristiano Rogério Gonçalves,9.0,0.8644368603468429
18704,Ok,4.0,0.9999925679915664
18707,423 128 308,13.0,0.8705277356529327
18708,Obrigada,2.0,0.9627894558350756
18712,Ok,4.0,0.9999925679915664
18716,2,13.0,0.9228572756673731
18717,019,13.0,0.8824641394989925
18745,Oi,3.0,0.9999177003965305
18746,Bom dia,11.0,0.9927247826671293
18751,Bom dia,11.0,0.9927247826671293
18756,01128096188,13.0,0.8038733828503766
18759,Obrigada,2.0,0.9627894558350756
18761,Bom dia!,11.0,0.8556470712669926
18764,Viviane Oliveira da Silva,9.0,0.8569124619059897
18779,Ok,4.0,0.9999925679915664
18781,Ok,4.0,0.9999925679915664
18787,Obrigada,2.0,0.9627894558350756
18793,Sim,5.0,0.9880873048952942
18795,Sim,5.0,0.9880873048952942
18796,Obrigada,2.0,0.9627894558350756
18797,??,6.0,0.9738372424132666
18800,"Ok
Obrigado",9.0,0.8064389882319342
18803,"Rua Rodrigues de Andrade, 422 apto 503 Democrito Rocha - Fortaleza/CE",9.0,0.8498357884946228
18816,Fabio Vieira Gomes,9.0,0.8683518118625628
18822,Vanda Frias,9.0,0.8332626515766786
18825,Ok,4.0,0.9999925679915664
18826,Obg!,16.0,0.835236013907418
18837,03394051206,13.0,0.8624139739710134
18850,5,13.0,0.8520622415298768
18860,Sim,5.0,0.9880873048952942
18861,Oi,3.0,0.9999177003965305
18867,Oi,3.0,0.9999177003965305
18869,Bom dia,11.0,0.9927247826671293
18870,Obrigada amore🥰 um cheio 😘😘😘,14.0,0.8202192272672572
18873,Bom dia,11.0,0.9927247826671293
18874,Bom dia,11.0,0.9927247826671293
18880,"Nome do proprietário: IRLEIDE DA SILVA PRAZERES
Nome do responsável: IRLEIDE DA SILVA PRAZERES 
E-mail: irleuprazeres@ gmail.com
Banco: itau 
Veículo: joy
Ano: 2020
Placa: QYQ1F36
Valor do bem R$: 60.990,00
Entrada: 3.800
Valor da parcela: 1.410,05
Quantidade de parcelas: 60
Parcelas Pagas:0
Parcelas em atraso:60",9.0,0.8080960491303402
18891,Bom dia 😃,11.0,0.859889969682675
18892,Ok,4.0,0.9999925679915664
18913,Olá,15.0,0.8845560941342169
18918,Oi,3.0,0.9999177003965305
18920,Encerradas..???!!,6.0,0.8639640413383622
18924,180 894 103,13.0,0.8845453276509935
18925,Pode desativar,0.0,0.8230617493331331
18926,Oi,3.0,0.9999177003965305
18936,Por favor já tem o resultado do exame?,14.0,0.8433214451873752
18941,652195703 15,13.0,0.8831376818056846
18944,88362019387,13.0,0.8126057319539138
18950,21997229921,13.0,0.8626481258133862
18953,Vale Dr. Eduardo 1258874111,9.0,0.8739053077705097
18957,?,6.0,0.9903489639542571
18964,Ok,4.0,0.9999925679915664
18974,Bom dia!,11.0,0.8556470712669926
18990,Olá,15.0,0.8845560941342169
18998,?,6.0,0.9903489639542571
19002,Bom dia,11.0,0.9927247826671293
19014,5,13.0,0.8520622415298768
19022,Ok,4.0,0.9999925679915664
19033,11714062821,13.0,0.8412053597433712
19046,Suporte,10.0,0.827010021954226
19048,Obrigada,2.0,0.9627894558350756
19050,Bom dia,11.0,0.9927247826671293
19056,Ok,4.0,0.9999925679915664
19068,Ok,4.0,0.9999925679915664
19069,Bom dia,11.0,0.9927247826671293
19074,?,6.0,0.9903489639542571
19078,Blz,10.0,0.8409440701686757
19083,51313441821,13.0,0.8438330589249698
19092,Ana Carla de Jesus Barbosa,9.0,0.8527006760687839
19094,Ok já estou aqui,18.0,0.8053863105290134
19099,Bom dia,11.0,0.9927247826671293
19113,Ok,4.0,0.9999925679915664
19122,Ok,4.0,0.9999925679915664
19141,46,13.0,0.8751775316530506
19151,Bom dia,11.0,0.9927247826671293
19173,Obrigada,2.0,0.9627894558350756
19179,Recadastro,10.0,0.8002315504328106
19184,Ok,4.0,0.9999925679915664
19189,.,6.0,0.9528993961538452
19190,Gabriel,10.0,0.8268408398694966
19193,Francisca Luana Da Silva Nogueira                 CPF 05432546159                ENDEREÇO  QUADRA 14 CASA 04 VALE DO PEDREGAL 72860764,9.0,0.8522442946500668
19194,Bom dia,11.0,0.9927247826671293
19205,?,6.0,0.9903489639542571
19206,Pq na vivo ja consta a portabilidade,1.0,0.8147909019902272
19208,41984000895,13.0,0.8595370012812662
19210,Állef Lucas Lima de Araújo,9.0,0.8838835478549338
19213,Olá,15.0,0.8845560941342169
19217,8,13.0,0.8402309217503671
19225,Ok,4.0,0.9999925679915664
19229,Bom dia,11.0,0.9927247826671293
19232,Bom dia,11.0,0.9927247826671293
19237,"Bom dia.

Estou com o veículo em busca.

Venho tentando acordo com o banco mas sem sucesso",14.0,0.8891916275027116
19239,253543746,13.0,0.8662205950700342
19243,"Nao 
Sobre um exame que ficou pendente ano passado",14.0,0.8144733650508054
19248,Bom dia,11.0,0.9927247826671293
19249,32763822,13.0,0.8857256843260004
19256,Sim,5.0,0.9880873048952942
19260,.....,6.0,0.8252098947221502
19263,Certo,19.0,0.989127781057761
19267,Sim,5.0,0.9880873048952942
19268,Deu certo?,16.0,0.8092765060939149
19270,Oi,3.0,0.9999177003965305
19272,Blz,10.0,0.8409440701686757
19276,Ok,4.0,0.9999925679915664
19277,?,6.0,0.9903489639542571
19279,Deu certo?,16.0,0.8092765060939149
19284,?,6.0,0.9903489639542571
19285,Oi,3.0,0.9999177003965305
19288,Bom dia!,11.0,0.8556470712669926
19291,Olá,15.0,0.8845560941342169
19297,14:00,13.0,0.8432353752353019
19299,Pode agendar,0.0,0.8106903928968074
19303,Ok,4.0,0.9999925679915664
19305,Bom dia,11.0,0.9927247826671293
19310,?,6.0,0.9903489639542571
19313,Estou buscando algo no MAXIMO ate uns 30.000 / 35.000 valor total do perid,14.0,0.8391118685325322
19314,048,13.0,0.8537225106567213
19323,1,13.0,0.9225807665146257
19336,Sim,5.0,0.9880873048952942
19339,?,6.0,0.9903489639542571
19343,Fechado,7.0,0.8828248578104407
19347,Sim,5.0,0.9880873048952942
19352,"Rua João Pedro Santiago, 1306 - Jardim das Oliveiras",9.0,0.8215221980634131
19355,"Bom dia , vou fazer o pagamento dia 8 no pagamento",14.0,0.8354859459813212
19358,Obrigado,7.0,0.9859162697976918
19359,01860998275,13.0,0.8304963298410555
19360,Sai Plus?,9.0,0.8046632135425202
19363,Estou entrando em contato ... pelo fato de ter um seguro no valor de 20 reais . E nao contratei nenhum seguro,14.0,0.8538081943233695
19368,Ednice,10.0,0.8173192099838031
19377,Sim,5.0,0.9880873048952942
19387,Oi,3.0,0.9999177003965305
19395,"CPF: 56686668320
Nome: Edleno Costa Matos 
Fortal Empreendimentos 
Fortal Terceirização 

Preciso dos dois rendimentos ( imposto de renda), considerando que ano passado ouvi mudança de empresa durante o período.",9.0,0.8012192445889238
19409,200,13.0,0.8655958569504989
19413,No cartão crédito ou débito é o msm valor?,14.0,0.804832003355145
19416,Bom dia,11.0,0.9927247826671293
19425,?,6.0,0.9903489639542571
19430,"João estou indignado com a falta de atenção dos seus empregados e o descaso deles em não responder .
Estou desapontado pois me foi prometido ser atendido no Whatsapp e até agora João nada e nada .
Ligo no 0800 tbm não consigo .
É muito descaso João vc fala de última chamada mas ninguém me ajuda .
Eu tbm quero um advogado pa me ajudar . Mandei a msg ontem",14.0,0.8413915779777068
19431,Fernanda Nunes costa,9.0,0.824487975250708
19435,Olá,15.0,0.8845560941342169
19448,Ok,4.0,0.9999925679915664
19455,??,6.0,0.9738372424132666
19467,Bom dia,11.0,0.9927247826671293
19469,Ok,4.0,0.9999925679915664
19472,Obrigada,2.0,0.9627894558350756
19483,Ta Obg,9.0,0.8203160294838898
19488,Obrigada,2.0,0.9627894558350756
19493,?,6.0,0.9903489639542571
19495,Eu Alaor paulino Araguari MG.quero q.. corrige a minha aposentadoria caiu muito de 2002 até agora só caindo eu tenho problema de saúde não está dando para comprar nada mais .q.. remédio pra mim e esposa.obrigado se mim der uma resposta... obrigado...,17.0,0.8011485543888557
19509,Sim,5.0,0.9880873048952942
19510,Ok,4.0,0.9999925679915664
19514,Obrigado,7.0,0.9859162697976918
19525,Eletrocardiograma,10.0,0.847033320778892
19531,?,6.0,0.9903489639542571
19535,Bom dia,11.0,0.9927247826671293
19541,Bom dia,11.0,0.9927247826671293
19556,Ok,4.0,0.9999925679915664
19559,Bom dia,11.0,0.9927247826671293
19560,Bom dia!,11.0,0.8556470712669926
19572,Blz,10.0,0.8409440701686757
19577,Bom dia,11.0,0.9927247826671293
19582,Acanto,10.0,0.8658749206901761
19598,Sim,5.0,0.9880873048952942
19599,?,6.0,0.9903489639542571
19606,47279,13.0,0.8707042790666157
